id,tyyppikoodi,tyyppikoodi_alaryhma,tyyppikoodi_paaryhma,sijainti_id,reitisto_id,kunta_nimi_fi,lisatieto_fi,reitti_id,tyyppi_nimi_fi,nimi_fi,omistaja,yllapitaja,reitti_nimi_fi,palvelupaikka,counter
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
519891,4405,4400,4000,611337,513558,Helsinki,"110 kilometriä pitkä maastopyöräilyyn, vaellukseen ja retkeilyyn sopiva reitti lähtee Laakson ratsastuskentän vierestä.  Reitti kiertää Vantaan, Espoon ja Vihdin kautta Helsingin kaupungin omistamille ulkoilualueille aina Salmeen asti. Osalla reittiä on talvella säävarauksella latupohjat. Reitin varrella on 19 taukopaikkaa aina laavuista ulkoilumajoihin.  Maastopyöräilijöitä pyydetään huomioimaan kiertotie maastopyörille Nuuksionpään ja Högbackan välillä.",790565,Retkeilyreitti,Reitti 2000,Kunta,Kunta / liikuntatoimi,route_1,ulkotila (reitti),426
